"","Neighbourhood","Years","Population","Assault","Autotheft","Biketheft","Breakandenter","Homicide","Robbery","Shooting","Theftfrommv","TheftOver"
"959",71,2019,5660,17,42,40,41,13,30,21,43,35
"960",72,2019,8334,30,7,6,18,17,6,8,5,13
"961",73,2019,6345,11,6,1,13,3,15,7,31,32
"962",74,2019,6092,35,22,11,44,27,13,16,45,7
"963",75,2019,9922,26,16,34,40,49,13,39,31,37
"964",76,2019,8657,46,22,12,33,42,28,12,26,5
"965",77,2019,7470,6,24,41,35,35,13,42,21,8
"966",78,2019,8381,33,25,4,16,1,38,43,45,16
"967",79,2019,9611,27,26,2,50,9,32,19,15,50
"968",80,2019,7686,28,4,1,39,32,24,34,50,13
"969",81,2019,5356,32,9,35,16,4,16,33,39,45
"970",82,2019,6661,28,43,34,22,6,36,42,16,11
"971",83,2019,8902,2,25,41,22,38,17,23,26,21
"972",84,2019,6371,38,49,13,26,5,7,36,37,40
"973",85,2019,8780,43,19,37,49,33,49,37,39,2
"974",86,2019,9460,14,22,35,27,6,3,36,10,40
"975",87,2019,5816,41,10,10,41,49,34,10,20,25
"976",88,2019,9905,22,7,3,31,42,40,3,32,45
"977",89,2019,6166,13,31,30,5,42,32,27,9,1
"978",90,2019,9220,49,26,27,9,32,11,6,50,41
"979",91,2019,9337,24,30,29,26,3,14,46,19,37
"980",92,2019,5799,43,11,44,12,19,2,21,20,2
"981",93,2019,6111,9,25,36,29,44,34,14,28,24
"982",94,2019,6055,26,39,15,22,38,12,9,28,43
"983",95,2019,8375,21,39,23,37,49,44,21,34,32
"984",96,2019,5818,27,28,24,2,7,17,10,48,34
"985",97,2019,7301,40,41,14,43,7,36,49,48,38
"986",98,2019,5191,39,12,1,43,15,10,16,25,31
"987",99,2019,9277,6,18,43,5,39,7,36,18,29
"988",100,2019,7697,17,48,15,1,29,5,29,8,6
"989",101,2019,6009,10,31,6,27,10,24,30,37,28
"990",102,2019,8690,16,43,47,8,25,13,36,16,25
"991",103,2019,7172,15,24,31,7,31,22,31,19,43
"992",104,2019,5833,12,21,20,38,24,16,32,40,15
"993",105,2019,7595,2,14,49,38,11,38,45,32,12
"994",106,2019,7348,7,2,2,15,45,6,46,32,4
"995",107,2019,7097,13,5,19,1,44,38,39,44,49
"996",108,2019,6124,5,24,4,8,38,15,27,39,13
"997",109,2019,6683,14,1,20,26,29,34,22,50,25
"998",110,2019,6387,35,19,24,40,41,28,22,15,7
"999",111,2019,8053,20,42,21,1,2,50,31,6,4
"1000",112,2019,9921,28,1,3,19,43,25,17,47,33
"1001",113,2019,7210,48,20,31,50,36,10,48,1,37
"1002",114,2019,9536,16,27,5,22,40,26,27,22,15
"1003",115,2019,5549,27,21,46,47,18,28,18,20,8
"1004",116,2019,8853,22,32,21,3,44,16,39,14,48
"1005",117,2019,8513,46,36,16,49,11,40,2,49,7
"1006",118,2019,8699,49,37,14,46,47,40,12,46,19
"1007",119,2019,6573,26,2,30,6,31,15,27,29,25
"1008",120,2019,9997,36,8,28,6,49,30,19,40,2
"1009",121,2019,5210,10,44,21,23,17,33,50,36,6
"1010",122,2019,5558,35,45,17,46,31,4,41,47,4
"1011",123,2019,6870,40,46,21,2,36,20,27,22,49
"1012",124,2019,5956,11,41,45,29,36,33,18,40,49
"1013",125,2019,9954,2,32,14,14,32,16,47,8,38
"1014",126,2019,7614,49,30,4,11,6,42,27,37,11
"1015",127,2019,6601,12,2,29,45,50,41,43,1,47
"1016",128,2019,8601,2,9,45,23,2,23,7,36,43
"1017",129,2019,9019,13,3,34,34,13,23,32,29,35
"1018",130,2019,8070,38,39,46,26,20,23,15,10,30
"1019",131,2019,7884,11,31,23,5,7,37,7,43,50
"1020",132,2019,8181,39,25,17,3,24,25,31,11,26
"1021",133,2019,8858,43,46,2,25,39,18,32,2,50
"1022",134,2019,5492,45,28,1,44,47,39,31,37,44
"1023",135,2019,5277,30,9,43,36,6,7,47,8,38
"1024",136,2019,8474,45,34,11,4,20,24,30,42,36
"1025",137,2019,7658,23,10,27,43,34,23,20,20,12
"1026",138,2019,9240,21,43,32,26,25,22,4,2,9
"1027",139,2019,9368,15,13,46,5,20,19,47,38,43
"1028",140,2019,7222,23,34,9,46,2,16,21,20,23
"1029",141,2019,9910,39,1,33,42,33,4,46,2,19
"1030",142,2019,5313,24,45,13,41,44,6,1,24,39
"1031",143,2019,7274,47,40,13,35,45,27,36,50,29
"1032",144,2019,8373,28,24,38,39,50,7,42,48,10
"1033",145,2019,8198,16,20,29,2,29,1,1,43,45
"1034",146,2019,9597,32,49,32,21,39,41,43,39,45
"1035",147,2019,7429,46,35,41,37,17,39,14,14,20
"1036",148,2019,6300,33,29,33,2,28,17,7,37,43
"1037",1,2020,5358,7,5,37,23,47,46,47,34,25
"1038",2,2020,9633,21,40,46,38,16,12,39,42,44
"1039",3,2020,5905,48,1,13,27,10,44,44,19,19
"1040",4,2020,9372,49,28,5,26,48,23,21,6,11
"1041",5,2020,7206,44,23,11,17,31,30,35,14,39
"1042",6,2020,5223,17,31,38,40,7,37,27,42,8
"1043",7,2020,9020,32,30,12,6,42,46,41,43,17
"1044",8,2020,5354,26,7,26,16,19,24,46,3,30
"1045",9,2020,5866,33,30,8,23,35,37,1,50,36
"1046",10,2020,6256,49,42,13,33,49,41,15,42,37
"1047",11,2020,8250,7,37,6,29,2,33,6,17,7
"1048",12,2020,7206,1,32,31,32,39,21,32,43,14
"1049",13,2020,9013,25,9,22,18,19,26,2,26,39
"1050",14,2020,9750,42,41,27,36,7,40,42,19,29
"1051",15,2020,5517,42,1,28,35,20,37,25,18,48
"1052",16,2020,6697,1,10,42,50,17,35,3,27,7
"1053",17,2020,6736,2,2,12,28,29,41,6,10,47
"1054",18,2020,5738,50,3,35,22,4,29,46,45,6
"1055",19,2020,9691,19,4,44,41,44,20,33,34,50
"1056",20,2020,6468,29,24,33,50,26,1,2,43,32
"1057",21,2020,6950,16,50,1,26,11,30,38,48,19
"1058",22,2020,5757,20,47,37,42,47,19,33,37,46
"1059",23,2020,9071,47,10,22,17,21,18,11,44,30
"1060",24,2020,7733,37,23,40,3,24,42,32,23,1
"1061",25,2020,8398,47,2,39,25,17,5,8,46,19
"1062",26,2020,9211,5,27,7,46,41,15,6,39,7
"1063",27,2020,9100,22,29,1,18,26,45,49,40,46
"1064",28,2020,8635,2,42,21,33,39,34,49,11,7
"1065",29,2020,6850,13,38,14,44,30,29,32,31,46
"1066",30,2020,6691,18,2,35,2,2,30,27,32,9
"1067",31,2020,9616,40,2,24,21,18,45,37,49,13
"1068",32,2020,8750,46,31,50,47,26,4,8,27,5
"1069",33,2020,5690,19,24,36,34,27,48,12,11,41
"1070",34,2020,7741,46,40,30,21,1,6,46,44,4
"1071",35,2020,8088,41,29,20,36,38,25,4,42,34
"1072",36,2020,8039,50,23,38,45,1,21,15,22,1
"1073",37,2020,8189,39,27,45,11,18,18,42,13,2
"1074",38,2020,6782,44,31,45,26,1,6,35,42,33
"1075",39,2020,5199,43,44,49,22,48,29,35,4,24
"1076",40,2020,7511,46,22,9,26,6,16,11,26,47
"1077",41,2020,5880,25,42,45,38,46,42,34,25,46
"1078",42,2020,6332,21,29,46,29,32,20,19,11,47
"1079",43,2020,6914,22,42,24,15,43,22,50,14,40
"1080",44,2020,9469,25,49,39,48,45,28,49,28,23
"1081",45,2020,8757,9,38,41,15,12,24,31,26,6
"1082",46,2020,5022,39,34,15,48,7,49,39,22,41
"1083",47,2020,8932,22,35,15,13,34,3,20,49,28
"1084",48,2020,8204,30,3,6,20,50,5,11,23,23
"1085",49,2020,8173,44,39,50,35,18,5,21,19,14
"1086",50,2020,5055,12,19,30,45,11,12,11,26,23
"1087",51,2020,7478,43,41,20,36,43,4,42,48,2
"1088",52,2020,7968,1,17,3,50,47,12,10,13,22
"1089",53,2020,9146,34,25,15,46,25,22,21,28,45
"1090",54,2020,5447,13,22,46,40,28,17,23,41,29
"1091",55,2020,5324,29,3,25,23,24,5,25,46,4
"1092",56,2020,6310,34,27,18,24,41,49,14,1,15
"1093",57,2020,6451,31,23,41,43,32,42,41,27,40
"1094",58,2020,6892,25,24,33,17,18,39,8,1,14
"1095",59,2020,5647,8,3,50,46,45,20,47,43,38
"1096",60,2020,6096,41,1,30,43,28,19,20,28,14
"1097",61,2020,8733,28,25,48,43,34,1,35,9,37
"1098",62,2020,6982,47,18,2,37,42,12,44,34,13
"1099",63,2020,7906,3,41,46,22,29,19,22,41,16
"1100",64,2020,7629,41,7,46,37,25,32,3,46,7
"1101",65,2020,8910,27,16,24,16,22,12,28,49,12
"1102",66,2020,9942,12,38,8,34,31,14,35,42,8
"1103",67,2020,8339,33,5,28,2,33,15,28,15,42
"1104",68,2020,8240,11,47,41,30,41,48,14,37,40
"1105",69,2020,6289,2,48,5,13,15,46,39,13,26
"1106",70,2020,8037,33,17,24,17,45,41,18,41,8
"1107",71,2020,5974,42,31,47,8,22,13,45,36,35
"1108",72,2020,8167,28,41,8,37,49,21,42,48,7
"1109",73,2020,8221,36,30,39,39,41,9,42,19,12
"1110",74,2020,9826,35,24,10,37,1,10,8,19,28
"1111",75,2020,8158,26,21,32,6,13,45,37,41,33
"1112",76,2020,9304,36,36,1,39,44,26,47,15,24
"1113",77,2020,7700,25,19,9,31,39,28,25,22,13
"1114",78,2020,5969,46,19,6,3,42,19,18,37,28
"1115",79,2020,8737,48,30,42,1,2,1,1,45,15
"1116",80,2020,6597,12,35,16,45,31,26,2,5,19
"1117",81,2020,8996,15,18,18,21,17,42,26,28,42
"1118",82,2020,8790,37,45,19,25,32,20,27,2,22
"1119",83,2020,9657,10,48,4,34,34,41,1,15,4
"1120",84,2020,6763,48,22,20,8,36,2,42,28,41
"1121",85,2020,7608,18,2,47,26,45,25,5,40,25
"1122",86,2020,7313,44,26,4,41,49,9,35,35,26
"1123",87,2020,8400,8,18,13,8,37,19,48,39,46
"1124",88,2020,5403,16,22,4,38,35,13,14,45,43
"1125",89,2020,8887,35,45,14,10,49,16,1,18,35
"1126",90,2020,8292,1,29,39,8,21,8,42,8,39
"1127",91,2020,9037,5,49,33,35,2,50,11,4,22
"1128",92,2020,6189,35,23,18,30,12,34,35,44,24
"1129",93,2020,7230,37,50,44,20,36,24,11,43,25
"1130",94,2020,6960,34,22,15,6,23,36,33,8,13
"1131",95,2020,6385,43,50,34,16,42,5,43,16,48
"1132",96,2020,9441,19,35,15,29,31,38,42,17,48
"1133",97,2020,6933,8,46,14,15,40,8,3,3,14
"1134",98,2020,5744,11,8,30,47,5,13,9,22,42
"1135",99,2020,9992,10,10,40,49,12,9,39,38,12
"1136",100,2020,6486,8,1,20,15,41,44,40,18,14
"1137",101,2020,5005,8,16,25,13,14,4,14,4,28
"1138",102,2020,7739,14,36,21,1,34,44,6,25,40
"1139",103,2020,5428,6,20,29,21,33,48,5,23,24
"1140",104,2020,7305,12,2,22,49,20,21,6,14,40
"1141",105,2020,9270,48,8,2,33,39,13,11,21,33
"1142",106,2020,8350,50,34,12,35,3,9,40,33,49
"1143",107,2020,5488,17,31,50,22,13,13,42,44,26
"1144",108,2020,7715,48,47,16,49,16,16,39,25,35
"1145",109,2020,6531,8,19,26,20,30,27,2,21,40
"1146",110,2020,8657,12,47,9,19,7,36,7,48,15
"1147",111,2020,8364,44,9,35,15,37,42,39,20,25
"1148",112,2020,6264,2,27,6,45,24,4,46,25,25
"1149",113,2020,7298,39,12,46,21,20,43,29,17,32
"1150",114,2020,9492,3,32,27,14,47,32,8,18,48
"1151",115,2020,7484,34,18,27,39,2,39,45,29,21
"1152",116,2020,8109,45,23,30,35,49,20,23,12,3
"1153",117,2020,5105,37,3,35,34,6,47,36,38,50
"1154",118,2020,8821,40,24,36,46,40,3,44,32,15
"1155",119,2020,8236,13,1,16,25,46,41,47,13,39
"1156",120,2020,7044,19,37,33,15,41,49,21,20,15
"1157",121,2020,6876,11,39,3,50,19,44,50,3,47
"1158",122,2020,9096,36,5,33,3,31,50,13,47,16
"1159",123,2020,5671,28,48,37,28,49,6,34,1,4
"1160",124,2020,9151,13,39,11,43,2,23,40,27,2
"1161",125,2020,6379,15,5,4,32,18,38,30,38,32
"1162",126,2020,7912,28,14,10,37,44,8,37,9,42
"1163",127,2020,6574,44,29,25,20,31,21,29,40,44
"1164",128,2020,8006,41,10,2,6,43,5,38,32,39
"1165",129,2020,8221,49,22,32,7,45,17,26,20,30
"1166",130,2020,6707,17,22,24,5,17,49,40,31,7
"1167",131,2020,8576,41,15,33,40,1,4,35,50,40
"1168",132,2020,5081,4,32,16,12,8,23,33,44,10
"1169",133,2020,5848,12,22,21,17,9,18,38,22,5
"1170",134,2020,7329,38,7,5,25,41,25,8,37,34
"1171",135,2020,9945,30,49,3,19,11,39,3,42,15
"1172",136,2020,5516,21,8,35,11,27,6,40,21,5
"1173",137,2020,7256,32,18,47,20,19,3,19,29,21
"1174",138,2020,8466,39,15,20,50,18,11,22,29,2
"1175",139,2020,7280,26,37,47,48,35,2,16,3,12
"1176",140,2020,9800,30,24,7,5,15,11,45,8,28
"1177",141,2020,8534,34,19,27,13,31,33,2,40,48
"1178",142,2020,7316,3,31,7,48,11,14,15,13,36
"1179",143,2020,8915,43,31,11,3,46,37,23,13,36
"1180",144,2020,5275,44,7,44,14,27,23,18,33,4
"1181",145,2020,8533,8,2,50,9,25,16,7,5,24
"1182",146,2020,7109,5,40,36,25,36,10,4,17,13
"1183",147,2020,6630,43,34,49,4,7,24,33,6,15
"1184",148,2020,5889,49,4,40,15,28,34,20,11,28
"1185",1,2021,7715,15,17,40,6,18,48,22,38,11
"1186",2,2021,9744,23,8,39,28,12,35,35,48,25
"1187",3,2021,6519,8,18,30,46,38,41,6,43,10
"1188",4,2021,5655,11,47,44,31,30,13,49,26,48
"1189",5,2021,5720,15,47,19,43,11,35,40,5,11
"1190",6,2021,9559,13,7,46,17,7,41,33,25,2
"1191",7,2021,6305,12,37,8,38,49,24,28,41,27
"1192",8,2021,6974,50,12,1,2,42,8,15,19,33
"1193",9,2021,5226,41,6,17,32,7,28,30,14,7
"1194",10,2021,7516,28,32,17,9,48,7,30,49,32
"1195",11,2021,8129,21,36,13,37,11,18,37,31,29
"1196",12,2021,6056,36,33,46,8,36,50,42,29,3
"1197",13,2021,8336,7,8,37,33,8,30,34,21,27
"1198",14,2021,6154,26,21,32,9,6,47,7,3,15
"1199",15,2021,5406,43,33,28,20,49,22,17,32,26
"1200",16,2021,9422,35,12,7,24,15,37,41,5,21
"1201",17,2021,7489,19,40,9,22,13,19,18,44,32
"1202",18,2021,6734,39,10,50,46,22,33,41,20,35
"1203",19,2021,8833,10,24,23,23,30,17,18,50,20
"1204",20,2021,9971,28,34,33,30,4,21,33,37,6
"1205",21,2021,9071,33,38,34,22,36,28,7,22,4
"1206",22,2021,7842,18,35,21,34,21,6,16,34,17
"1207",23,2021,5292,22,28,36,40,40,7,37,8,21
"1208",24,2021,6410,20,14,3,47,37,12,1,5,8
"1209",25,2021,9884,37,7,8,9,4,20,3,27,3
"1210",26,2021,7005,17,44,50,25,44,50,26,45,30
"1211",27,2021,6065,43,11,22,12,6,38,11,18,27
"1212",28,2021,5837,18,13,4,31,29,18,6,29,2
"1213",29,2021,7700,43,9,37,13,13,40,39,44,27
"1214",30,2021,9538,7,6,23,18,13,14,35,48,38
"1215",31,2021,8035,49,28,25,4,19,43,19,13,30
"1216",32,2021,6206,15,47,32,28,23,17,45,26,34
"1217",33,2021,5376,3,43,15,13,32,30,32,49,29
"1218",34,2021,5876,27,18,42,48,2,32,1,18,6
"1219",35,2021,6409,45,37,37,43,34,9,44,30,42
"1220",36,2021,9293,38,1,1,44,37,48,50,10,21
"1221",37,2021,6022,6,2,15,40,13,13,26,6,9
"1222",38,2021,6635,13,19,2,3,9,46,31,31,17
"1223",39,2021,6654,47,45,35,17,20,2,10,20,34
"1224",40,2021,7206,31,36,10,49,44,27,15,42,5
"1225",41,2021,7704,19,30,10,46,31,14,45,10,2
"1226",42,2021,9996,39,5,14,23,23,39,13,18,33
"1227",43,2021,8938,2,22,16,21,6,10,6,37,7
"1228",44,2021,5071,47,34,27,22,3,40,18,22,37
"1229",45,2021,7266,46,23,4,4,44,22,5,39,49
"1230",46,2021,8756,33,1,35,37,27,31,34,23,21
"1231",47,2021,5996,32,19,48,3,28,41,41,31,48
"1232",48,2021,7325,30,43,20,23,21,16,49,48,24
"1233",49,2021,9716,40,12,29,12,43,13,43,48,29
"1234",50,2021,8889,27,4,39,16,23,47,30,17,48
"1235",51,2021,9404,14,47,40,30,40,41,3,14,3
"1236",52,2021,5367,23,46,9,43,10,26,14,30,9
"1237",53,2021,9042,12,1,33,47,32,11,34,9,17
"1238",54,2021,8546,44,1,32,47,2,27,38,14,38
"1239",55,2021,9402,18,26,16,16,46,41,34,43,12
"1240",56,2021,7418,21,4,30,23,40,11,30,26,38
"1241",57,2021,9171,22,47,33,29,18,27,35,19,1
"1242",58,2021,9612,15,12,23,18,9,48,20,40,13
"1243",59,2021,6104,48,41,23,27,26,12,25,6,32
"1244",60,2021,6600,31,13,22,9,22,34,10,4,29
"1245",61,2021,8748,2,19,20,50,10,39,15,37,50
"1246",62,2021,9677,21,33,2,19,6,35,1,8,48
"1247",63,2021,5052,24,28,18,44,43,14,33,43,25
"1248",64,2021,5422,40,20,17,33,31,39,13,40,18
"1249",65,2021,7283,23,16,29,32,21,39,28,27,12
"1250",66,2021,7631,27,12,37,12,46,49,43,15,34
"1251",67,2021,5853,14,46,3,40,38,31,15,11,39
"1252",68,2021,7170,12,11,14,29,30,34,9,2,26
"1253",69,2021,7702,26,18,4,25,7,49,11,19,32
"1254",70,2021,8558,13,4,36,43,4,26,9,1,44
"1255",71,2021,9453,32,7,25,39,27,12,32,28,6
"1256",72,2021,5417,12,47,25,45,35,24,1,50,17
"1257",73,2021,8605,34,37,47,10,41,21,45,27,19
"1258",74,2021,8127,49,6,10,35,14,35,43,43,8
"1259",75,2021,5496,22,46,42,28,33,15,33,22,14
"1260",76,2021,7624,28,8,8,4,42,44,42,48,15
"1261",77,2021,5145,5,31,48,29,14,17,33,44,1
"1262",78,2021,5558,25,46,29,28,47,26,16,34,9
"1263",79,2021,7103,34,38,11,22,48,20,31,40,37
"1264",80,2021,6002,45,46,23,45,7,1,34,40,34
"1265",81,2021,7518,15,26,45,38,2,28,42,1,33
"1266",82,2021,5975,49,46,32,48,30,44,46,25,13
"1267",83,2021,9382,26,15,3,35,24,9,23,45,36
"1268",84,2021,9335,31,46,18,24,2,7,1,14,2
"1269",85,2021,8362,7,23,39,34,12,36,45,42,5
"1270",86,2021,9139,44,24,32,40,49,46,46,40,11
"1271",87,2021,5608,14,41,19,41,5,24,29,8,36
"1272",88,2021,5089,23,31,35,41,2,31,3,12,3
"1273",89,2021,6372,42,9,28,4,2,27,8,47,30
"1274",90,2021,7423,2,5,5,33,20,34,50,38,8
"1275",91,2021,9686,44,25,40,43,41,24,13,19,22
"1276",92,2021,7579,1,16,21,6,4,49,31,44,4
"1277",93,2021,6232,31,31,18,26,23,35,42,10,34
"1278",94,2021,8534,2,50,7,7,15,7,46,12,21
"1279",95,2021,8038,36,11,6,41,40,2,49,6,49
"1280",96,2021,7815,36,39,8,17,41,17,1,2,23
"1281",97,2021,5585,13,7,19,32,26,7,4,38,49
"1282",98,2021,6547,46,50,2,22,39,4,20,6,29
"1283",99,2021,9495,14,35,20,49,36,34,44,7,12
"1284",100,2021,5331,20,8,1,32,45,44,5,49,41
"1285",101,2021,9966,13,19,13,14,4,30,39,37,22
"1286",102,2021,5833,23,24,11,14,26,47,1,34,8
"1287",103,2021,9807,50,26,42,46,9,49,3,30,41
"1288",104,2021,9666,35,12,20,41,41,36,37,11,15
"1289",105,2021,8689,23,34,44,36,31,8,14,32,3
"1290",106,2021,6614,20,41,11,38,15,15,1,3,27
"1291",107,2021,5973,9,38,9,16,7,50,38,18,43
"1292",108,2021,6429,39,20,6,1,5,15,38,21,35
"1293",109,2021,8096,3,29,23,43,32,9,32,2,26
"1294",110,2021,8775,15,16,44,8,18,2,14,22,5
"1295",111,2021,9628,19,32,45,14,17,20,38,40,12
"1296",112,2021,7802,49,14,43,37,14,43,40,21,25
"1297",113,2021,9448,43,14,45,20,11,16,40,28,23
"1298",114,2021,5606,1,8,12,32,35,16,8,22,17
"1299",115,2021,9264,1,12,40,5,26,25,35,24,36
"1300",116,2021,7321,17,23,26,40,25,3,42,25,21
"1301",117,2021,7162,2,9,36,35,25,32,37,22,26
"1302",118,2021,8545,36,31,1,44,42,46,46,48,48
"1303",119,2021,5067,35,21,23,18,30,18,12,31,20
"1304",120,2021,9181,37,42,9,46,22,37,14,49,46
"1305",121,2021,7627,4,10,33,17,35,13,25,31,35
"1306",122,2021,5374,30,45,28,14,7,15,1,38,38
"1307",123,2021,8525,40,44,35,2,24,34,40,10,32
"1308",124,2021,8021,40,16,40,39,16,3,8,34,6
"1309",125,2021,9614,5,35,23,35,26,33,25,10,2
"1310",126,2021,5673,2,14,14,26,24,13,44,43,30
"1311",127,2021,8232,18,49,24,34,26,37,10,13,32
"1312",128,2021,9940,5,48,17,12,48,39,38,17,44
"1313",129,2021,9677,19,1,22,28,48,22,20,25,44
"1314",130,2021,5268,4,36,6,21,14,30,14,17,44
"1315",131,2021,8380,24,23,28,26,34,39,8,15,37
"1316",132,2021,9764,13,9,10,2,39,30,17,2,6
"1317",133,2021,6625,48,22,50,46,8,26,20,50,36
"1318",134,2021,9126,38,7,21,38,31,29,42,29,1
"1319",135,2021,9672,6,10,47,13,42,36,14,28,27
"1320",136,2021,7054,25,31,47,31,34,20,31,11,38
"1321",137,2021,7060,14,1,37,47,48,42,4,10,46
"1322",138,2021,5684,22,13,30,25,36,47,4,18,17
"1323",139,2021,5373,36,15,42,14,31,4,30,50,1
"1324",140,2021,8562,43,13,39,46,27,26,16,19,37
"1325",141,2021,7509,50,44,48,36,12,12,31,30,27
"1326",142,2021,5456,29,42,40,13,24,18,45,12,32
"1327",143,2021,5684,42,32,22,28,15,36,48,5,36
"1328",144,2021,6640,44,32,29,36,47,19,35,40,40
"1329",145,2021,5774,42,25,1,20,38,12,29,31,42
"1330",146,2021,5308,21,50,32,32,18,6,15,49,24
"1331",147,2021,7980,13,27,16,32,44,50,33,6,8
"1332",148,2021,5930,28,18,28,19,22,24,8,44,46
"1333",1,2022,9931,11,8,39,32,36,6,9,31,46
"1334",2,2022,9914,45,50,31,16,36,49,14,30,31
"1335",3,2022,8781,43,31,19,43,42,13,33,40,38
"1336",4,2022,6949,43,43,22,38,50,28,40,29,28
"1337",5,2022,9536,25,43,1,43,31,36,39,12,14
"1338",6,2022,8484,24,35,17,49,1,25,2,27,4
"1339",7,2022,8573,16,49,45,15,39,11,49,47,38
"1340",8,2022,8109,19,45,17,40,47,39,8,47,25
"1341",9,2022,5631,38,37,39,45,45,3,28,46,38
"1342",10,2022,7940,33,21,46,39,16,16,16,1,46
"1343",11,2022,6220,45,4,24,43,43,5,18,12,21
"1344",12,2022,9128,34,11,4,28,37,17,23,27,6
"1345",13,2022,9811,45,3,38,40,44,37,5,7,16
"1346",14,2022,5102,13,42,42,19,2,31,26,18,8
"1347",15,2022,8358,46,26,37,21,16,26,8,19,40
"1348",16,2022,9498,48,44,14,11,17,30,29,8,10
"1349",17,2022,6587,41,39,7,4,20,8,6,8,14
"1350",18,2022,9885,26,11,32,29,13,35,27,8,14
"1351",19,2022,6048,36,50,50,27,33,31,44,46,20
"1352",20,2022,6615,9,25,36,16,46,46,17,24,7
"1353",21,2022,6592,26,43,35,44,3,1,39,46,29
"1354",22,2022,8687,6,20,33,46,45,7,27,21,44
"1355",23,2022,8041,13,38,37,28,42,44,26,14,21
"1356",24,2022,8973,22,39,22,18,32,22,12,30,40
"1357",25,2022,7927,50,38,27,20,14,9,33,37,22
"1358",26,2022,8961,23,48,31,46,25,20,47,8,15
"1359",27,2022,5753,11,47,25,5,1,37,35,39,30
"1360",28,2022,8265,10,45,6,7,17,18,41,50,40
"1361",29,2022,9067,5,39,37,21,20,19,21,39,29
"1362",30,2022,5933,43,22,36,3,27,45,43,9,18
"1363",31,2022,5948,27,34,30,44,15,47,2,1,22
"1364",32,2022,9736,46,47,14,46,23,46,37,45,9
"1365",33,2022,5049,6,9,35,13,42,42,8,24,2
"1366",34,2022,5282,50,20,33,40,8,31,11,16,10
"1367",35,2022,9711,18,21,13,15,32,47,46,40,50
"1368",36,2022,6352,45,9,37,13,23,12,7,32,19
"1369",37,2022,8493,24,10,43,18,3,8,26,29,44
"1370",38,2022,8604,31,42,42,8,21,10,35,23,37
"1371",39,2022,8367,20,6,25,50,42,32,8,26,21
"1372",40,2022,9742,10,47,17,2,32,28,18,8,49
"1373",41,2022,7974,18,45,13,7,15,19,43,16,2
"1374",42,2022,5249,24,30,30,48,31,42,8,35,50
"1375",43,2022,9980,14,7,8,4,4,22,47,6,30
"1376",44,2022,6976,21,26,11,11,25,47,44,28,4
"1377",45,2022,9667,42,12,22,46,43,35,19,28,27
"1378",46,2022,9483,11,29,8,16,2,31,40,13,2
"1379",47,2022,5423,37,45,8,25,45,14,10,15,15
"1380",48,2022,6607,40,35,35,4,48,29,42,49,47
"1381",49,2022,8685,36,15,47,39,44,45,21,43,50
"1382",50,2022,8589,25,14,11,26,4,50,41,32,20
"1383",51,2022,7607,16,5,44,39,33,27,31,40,5
"1384",52,2022,8528,6,21,15,40,26,7,16,49,42
"1385",53,2022,9611,10,40,1,25,9,8,27,8,4
"1386",54,2022,6421,47,32,38,35,11,45,12,31,31
"1387",55,2022,7818,2,6,27,10,11,22,38,5,10
"1388",56,2022,9879,49,26,2,49,46,7,29,37,7
"1389",57,2022,6804,11,36,42,44,34,16,17,9,13
"1390",58,2022,8025,6,9,45,44,38,16,37,15,31
"1391",59,2022,5515,45,44,40,11,2,21,11,33,36
"1392",60,2022,6949,36,1,17,49,30,48,27,45,20
"1393",61,2022,8552,49,42,1,46,21,43,32,45,15
"1394",62,2022,9558,48,48,18,6,46,26,16,22,48
"1395",63,2022,7052,26,30,22,44,3,47,8,7,37
"1396",64,2022,6904,5,43,46,12,2,27,38,3,50
"1397",65,2022,5157,24,27,49,21,9,22,30,12,13
"1398",66,2022,7850,23,24,36,42,40,9,35,10,17
"1399",67,2022,5331,26,33,30,50,27,2,24,24,4
"1400",68,2022,6957,41,10,16,35,41,40,22,29,26
"1401",69,2022,8464,13,22,43,1,27,42,20,32,45
"1402",70,2022,9249,30,30,37,17,21,44,20,26,34
"1403",71,2022,6147,4,8,48,14,26,21,36,30,9
"1404",72,2022,8298,34,36,18,48,47,23,14,6,9
"1405",73,2022,7099,11,36,5,36,47,7,15,2,26
"1406",74,2022,8717,46,46,24,34,49,14,29,2,41
"1407",75,2022,5086,39,50,38,48,18,1,46,43,19
"1408",76,2022,8559,25,40,29,27,11,37,46,12,24
"1409",77,2022,6987,5,50,49,37,48,1,41,47,32
"1410",78,2022,6248,13,38,27,6,6,36,33,20,3
"1411",79,2022,9770,10,39,36,19,17,21,50,39,25
"1412",80,2022,9150,2,19,3,29,48,43,18,23,25
"1413",81,2022,8091,38,47,26,14,14,40,41,26,24
"1414",82,2022,8836,42,29,39,45,47,23,46,32,18
"1415",83,2022,5934,3,38,7,39,37,21,35,10,31
"1416",84,2022,6827,27,11,10,24,48,21,47,48,8
"1417",85,2022,7302,14,4,10,40,43,24,35,9,5
"1418",86,2022,7257,30,6,1,18,9,34,5,24,46
"1419",87,2022,5362,34,8,3,39,18,39,31,47,46
"1420",88,2022,8298,13,26,34,19,1,26,15,10,12
"1421",89,2022,5499,10,20,40,5,2,15,48,23,41
"1422",90,2022,7666,2,15,26,29,2,9,24,41,4
"1423",91,2022,7094,37,11,4,33,2,38,3,30,33
